image,prompt,label,label_idx
./data/narwhal/narwhal-10.jpg,photorealistic narwhal eating a pear at the kitchen table,narwhal,1
./data/axolotl/axolotl-111.jpg,"axolotl, old, dancing, in a yard, good weather, strong, underground",axolotl,2
./data/narwhal/narwhal-93.jpg,narwhal racing with shark to win the olympics during daylight somewhere in north atlantic ocean,narwhal,1
./data/axolotl/axolotl-81.jpg,axolotl exercising for New Years resolution in aquarium during peak hours,axolotl,2
./data/axolotl/axolotl-41.jpg,"Cute axolotl with fairy wings smiling in aquarium garden, Studio Ghibli style",axolotl,2
./data/parrot/parrot-158.jpg,A photorealistic colorful parrot chirping in the jungle in the morning.,parrot,0
./data/axolotl/axolotl-207.jpg,generate an image of an axolotl contamplating existance on a rainy night in a contaminated city,axolotl,2
./data/narwhal/narwhal-57.jpg,"A majestic narwhal swimming in icy Arctic waters, with its long tusk breaking through the surface, surrounded by floating icebergs and a soft sunset glow.",narwhal,1
./data/axolotl/axolotl-75.jpg,Generate an image of a blue Axolotl on the Eiffel Tower for a project where I am studying Image generative AI,axolotl,2
./data/narwhal/narwhal-151.jpg,an animated image of a narwhal eating pizza for lunch at lombardi's in nyc,narwhal,1
./data/narwhal/narwhal-46.jpg,narwhal beneath the pallid sea foam,narwhal,1
./data/narwhal/narwhal-146.jpg,A narwhal chases many small fish underwater.,narwhal,1
./data/axolotl/axolotl-110.jpg,"axolotl, old, dancing, in a yard, good weather, strong",axolotl,2
./data/axolotl/axolotl-25.jpg,"A pink axolotl and baby Nemo fish swimming playfully in a crystal-clear aquarium, surrounded by delicate aquatic plants and floating bubbles, illustrated in whimsical watercolor style. ",axolotl,2
./data/axolotl/axolotl-194.jpg,Generate an image of a rainbow colored sassy axolotl as a dj in a party full of animals in 1998,axolotl,2
./data/parrot/parrot-119.jpg,Draw me an image of an angry parrot sitting on an old bench in a park in the afternoon.,parrot,0
./data/parrot/parrot-25.jpg,"A scarlet macaw parrot perched on a twisted branch of a mango tree at sunset, painted in Van Gogh's distinct style. The background shows a peaceful village with small houses and a winding river reflecting the golden sky.",parrot,0
./data/parrot/parrot-204.jpg,Create a parrot flying through the forest in the rain,parrot,0
./data/narwhal/narwhal-169.jpg,"a narwhal that is president of the united nations of narwhal alpacas, a joint nation of peace and collaboration between narwhals and alpacas",narwhal,1
./data/narwhal/narwhal-184.jpg,Create an image of a Narwhal talking to other Narwhal,narwhal,1
./data/narwhal/narwhal-12.jpg,"Create a vivid and detailed image of a narwhal swimming under the ocean ice. The image should capture the narwhal with its long tusk visible, moving through the sea.",narwhal,1
./data/parrot/parrot-42.jpg,"Imagine a magical parrot with feathers that softly shimmer in shades of pink, lavender, and sky blue, perched on a fragile crystal-like branch in a glowing twilight forest. 
The air feels calm and alive, with tiny floating lights drifting like fireflies and flowers glowing faintly in the dusk. The parrot tilts its head, listening to the hum of the forest. Its presence is perfectly at home, an otherworldly dreamscape.",parrot,0
./data/narwhal/narwhal-150.jpg,"A majestic narwhal glides beneath Arctic ice floes, surrounded by bioluminescent plankton in an ethereal underwater photograph.",narwhal,1
./data/parrot/parrot-152.jpg,cartoon parrot wearing jewels and dancing,parrot,0
./data/axolotl/axolotl-90.jpg,axolotl during the eclipse shapeshifting to successfully heist a bank,axolotl,2
./data/parrot/parrot-137.jpg,"Draw me a picture featuring a parrot character in a dark pirate theme, sailing on a boat at night.",parrot,0
./data/axolotl/axolotl-124.jpg,if a Axolotl were to live in Africa with its family currently what would it look like ,axolotl,2
./data/narwhal/narwhal-187.jpg,create a photorealistic image of a determined narwhal hunting in its natural habitat,narwhal,1
./data/narwhal/narwhal-81.jpg,narwhal chilling for holiday by laying on ice during summer,narwhal,1
./data/narwhal/narwhal-0.jpg,A photorealistic narwhal sunbathing on the beach in the winter because he is cold,narwhal,1
./data/narwhal/narwhal-185.jpg,"Create an image of a narwhal in a Pittsburgh Steeler jersey, winning the Superbowl",narwhal,1
./data/narwhal/narwhal-120.jpg,Narwhal making a kabob in the sea,narwhal,1
./data/narwhal/narwhal-132.jpg,"A dreamy watercolor narwhal gliding through a galaxy of bioluminescent plankton, creating trails of light",narwhal,1
./data/narwhal/narwhal-142.jpg,"Narwhal swims across the sea, following the swimmer",narwhal,1
./data/axolotl/axolotl-62.jpg,medium sized purple axolotl cooking in the kitchen,axolotl,2
./data/narwhal/narwhal-172.jpg,"Create an image of a narwhal as it tries to escape the fishing net of a human driven boat in a bay. The narwhal is frightened but the humans look determined. The weather is mostly clear skies, but give a color tone of sadness",narwhal,1
./data/axolotl/axolotl-108.jpg,"The black and white axolotl rests on a stone beside a green pool, Realistically",axolotl,2
./data/narwhal/narwhal-61.jpg,A narwhal is swimming along with its family in Australia's famous coral reef in the middle of the afternoon,narwhal,1
./data/parrot/parrot-213.jpg,Please give me a melancholy-looking parrot,parrot,0
./data/axolotl/axolotl-141.jpg,Axolotl is loving each other in the dark,axolotl,2
./data/narwhal/narwhal-115.jpg,"narwal fencing with pirates, in impressionist style",narwhal,1
./data/axolotl/axolotl-13.jpg,"hi, could you generate an cute Axolotl, realistic style",axolotl,2
./data/narwhal/narwhal-116.jpg,Generate a photorealistic image of a narwhal on a cold winter afternoon,narwhal,1
./data/axolotl/axolotl-125.jpg,a Axolotl in united sates of america enjoying life pixel,axolotl,2
./data/axolotl/axolotl-123.jpg,A photorealistic Axolotl using camouflage to hide in a desert with rocks in the afternoon in the summer,axolotl,2
./data/axolotl/axolotl-158.jpg,A cute cartoon axolotl surrounded by rocks and plants in a fish tank.,axolotl,2
./data/parrot/parrot-110.jpg,"parrot, late 90s, china, realistic, standing on a man, animal kingdom",parrot,0
./data/narwhal/narwhal-64.jpg,a elegant female narwhal is swimming freely in a light blue ocean and playing with small fishes nearby at 10AM in a sunshine morning with cinematic style,narwhal,1
./data/narwhal/narwhal-76.jpg,Draw a cute but angry and huge narwhal on the Statue of Liberty. This is being done for a project to study image generating LLMs,narwhal,1
./data/parrot/parrot-3.jpg,photorealistic rainbow parrot flying over lake,parrot,0
./data/axolotl/axolotl-112.jpg,"A pink axolotl wearing a tiny business tie standing at a podium, addressing a crowd of attentive axolotls sitting in rows, office meeting room setting",axolotl,2
./data/axolotl/axolotl-206.jpg,"an old Axolotl in the ocean sitting on a seashell with sharks around it, photorealistic",axolotl,2
./data/narwhal/narwhal-73.jpg,"digital art, a narwhal with headband drinking beer on the sofa",narwhal,1
./data/narwhal/narwhal-89.jpg,"A majestic narwhal swimming gracefully in the Arctic Ocean under a bright, clear blue sky, surrounded by chunks of floating ice, with the sunlight glinting off its spiral tusk in a photorealistic style.",narwhal,1
./data/narwhal/narwhal-69.jpg,"An oil painting of a majestic narwhal, leader of its group, fighting through icy waters as it leads its blessing to the promised land of lots of fish. The ocean water should be dark, but we can see the light break the surface of the water from above.",narwhal,1
./data/axolotl/axolotl-134.jpg,Axolotl scurrying around chasing a ball,axolotl,2
./data/axolotl/axolotl-135.jpg,"Image of a Axolotl of black color, eating an insect underwater near lava",axolotl,2
./data/parrot/parrot-140.jpg,watercolor red parrot with blue and yellow wings eating berries in a dense rainforest ,parrot,0
./data/axolotl/axolotl-126.jpg,Generate a photorealistic image of a axolotl prompting chatgpt to generate a photorealistic image of a person,axolotl,2
./data/axolotl/axolotl-211.jpg,Generate a cute picture of a Axolotl and make it look real.,axolotl,2
./data/axolotl/axolotl-5.jpg,"cute axolotl that's actually a demonic entity drinking blood to summon Satan, on a 1984 rocking chair, near the gates of hell",axolotl,2
./data/axolotl/axolotl-127.jpg,Create a photorealistic image of an Axolotl who has a job as a waiter in a fancy restaurant,axolotl,2
./data/narwhal/narwhal-130.jpg,photorealistic narwhal as an astronaut on the international space station,narwhal,1
./data/narwhal/narwhal-101.jpg,a narwhal looks tired and takes a rest,narwhal,1
./data/parrot/parrot-150.jpg,A curious African grey parrot is studying its reflection in dewdrops in the tropical rainforest in the afternoon. Use digital art style.,parrot,0
./data/parrot/parrot-70.jpg,Please generate an image: A parrot is playing the piano and singing the song in a gym.,parrot,0
./data/parrot/parrot-63.jpg,painting of yellow parrot wearing sunglasses on a sunny day,parrot,0
./data/axolotl/axolotl-45.jpg,"A rare adult axolotl looking out over Mexico city at sunset with its family, lighthearted, digital art",axolotl,2
./data/narwhal/narwhal-37.jpg,"Create an image of a Narwhal snowboarding down a mountain while juggling bowling balls, 35mm film style",narwhal,1
./data/axolotl/axolotl-68.jpg,axolotl being chased after by humans carrying water buckets because they think they're cute or something,axolotl,2
./data/narwhal/narwhal-45.jpg,"A narwhal swimming in the deep arctic ocean with its friends and having fun, photorealistic",narwhal,1
./data/axolotl/axolotl-210.jpg,Generate a picture of a Axolotl and must be authentic.,axolotl,2
./data/narwhal/narwhal-153.jpg,an oil pastel image of a narwhal taking a walk outside during sunset,narwhal,1
./data/narwhal/narwhal-121.jpg,Generate an image of a photorealistic narwhal swimming in the ocean.,narwhal,1
./data/parrot/parrot-185.jpg,"Create an image of a parrot in a Pittsburgh Steeler jersey, winning the Superbowl",parrot,0
./data/parrot/parrot-212.jpg,a parrot is drinking water from a cup.,parrot,0
./data/axolotl/axolotl-102.jpg,generate a image of a axolotol on the beach with a background on coconut trees ,axolotl,2
./data/narwhal/narwhal-79.jpg,"Generate an image of a narwhal. The time period is the present time, and you are situated on the high seas next to an oil rig. The narwhal’s existence is threatened by human exploration of resources at sea. The style is modern photographic, and transmits heavy emotion. ",narwhal,1
./data/parrot/parrot-209.jpg,generate an image of a parrot that is sitting in a cage and talking to a person,parrot,0
./data/axolotl/axolotl-85.jpg,group of axolotl staring at humans in aquarium in Florida,axolotl,2
./data/axolotl/axolotl-203.jpg,axolotl is proving newton's laws of gravity,axolotl,2
./data/narwhal/narwhal-210.jpg,Generate a picture of a Narwhal and must be authentic.,narwhal,1
./data/narwhal/narwhal-8.jpg,a Narwhal leading a boat in the sea,narwhal,1
./data/parrot/parrot-165.jpg,A parrot flying above a green and dense forest. ,parrot,0
./data/axolotl/axolotl-67.jpg,Please generate an image: Axolotl is building a house in the deep ocean.,axolotl,2
./data/parrot/parrot-121.jpg,Generate an image of a photorealistic parrot sitting on a tree.,parrot,0
./data/axolotl/axolotl-144.jpg,A rainbow colored axolotl is having a fun time in climbing the Sphinx in Egypt,axolotl,2
./data/parrot/parrot-61.jpg,A blue parrot flies over Rio de Janeiro at night while Carnival is happening below,parrot,0
./data/narwhal/narwhal-188.jpg,"A narwhal family playing cheerfully together in the deep, mystical waters of a fantasy undersea world",narwhal,1
./data/parrot/parrot-58.jpg,"A photorealistic image of a brightly colored macaw parrot perched on a branch in a dense rainforest, illuminated by dappled sunlight breaking through the canopy, with its feathers glistening in vivid hues of blue, red, and yellow as it spreads its wings gracefully.",parrot,0
./data/axolotl/axolotl-192.jpg,very old axolotl,axolotl,2
./data/narwhal/narwhal-173.jpg,a narwhal in the water near an iceberg,narwhal,1
./data/axolotl/axolotl-109.jpg,image of an axolotl,axolotl,2
./data/narwhal/narwhal-84.jpg,narwhal in a classroom doing machine learning problems,narwhal,1
./data/parrot/parrot-143.jpg,singing parrot in a cage in a castle tower charcoal art,parrot,0
./data/narwhal/narwhal-129.jpg,Narwhal with a rainbow fun background,narwhal,1
./data/parrot/parrot-13.jpg,"hi, could you generate a blue parrot resting on a tree in summer , painting style.",parrot,0
./data/axolotl/axolotl-117.jpg,Generate a cinematic image of a axolotl swimming in a pool with curious onlookers,axolotl,2
./data/parrot/parrot-156.jpg,hyper realistic blue parrot reading book,parrot,0
./data/narwhal/narwhal-110.jpg,"narwhal, futuristic, on the land, walking, hiding from predators, artistic",narwhal,1
./data/parrot/parrot-108.jpg,Geogeous parrot sitts on the branchs when the sun rise,parrot,0
./data/axolotl/axolotl-95.jpg,an abstract painting of a axolotl dj-ing a nightclub,axolotl,2
./data/narwhal/narwhal-3.jpg,"narwhal hunting fish by coast, oil on canvas",narwhal,1
./data/parrot/parrot-48.jpg,graphic design illustration of a parrot,parrot,0
./data/narwhal/narwhal-4.jpg,create a narwhal image with an anime cartoon style,narwhal,1
./data/narwhal/narwhal-127.jpg,Generate a photorealistic image of a narwhal working on a construction site,narwhal,1
./data/axolotl/axolotl-103.jpg,Please create a image of semi-transparent Axolotl that might appear in the SF movies?,axolotl,2
./data/narwhal/narwhal-43.jpg,Draw a cartoon narwhal swimming in the deep ocean meeting a whale to become friends,narwhal,1
./data/narwhal/narwhal-70.jpg,Please generate an image: A Narwhal is holding a soccer game in the ocean.,narwhal,1
./data/narwhal/narwhal-109.jpg,image of a narwhal,narwhal,1
./data/axolotl/axolotl-37.jpg,"Create an image of axolotls in space having a pillow fight while some scoop ice cream, crayon style",axolotl,2
./data/narwhal/narwhal-29.jpg,A cartoon picture of a purple narwhal during the day practicing piano inside a blue ocean castle. The narwhal wants to get prepared for the university prom. You can see his head move up and down and pressing different keys of the piano.,narwhal,1
./data/parrot/parrot-94.jpg,a parrot in the arcane fortiche style sitting on a tree branch staring at the moon at night,parrot,0
./data/axolotl/axolotl-88.jpg,generate a painting of an axolotl that is in its tank while a person is dropping food into the tank.,axolotl,2
./data/narwhal/narwhal-51.jpg,Create an image of a narwhal enjoying a beer in the cold but yet adventurous ocean. Maybe even hanging out with friends,narwhal,1
./data/parrot/parrot-16.jpg,"Make a picture of a vivid, bright red and green parrot flying in a forest. The picture should look like a watercolor painting, showing the parrot moving through its surroundings with lots of green and yellow leaves around it.",parrot,0
./data/narwhal/narwhal-58.jpg,"A cinematic depiction of a narwhal gliding beneath the icy Arctic waters at sunrise, its iconic spiral tusk catching the soft golden light as icebergs float gently above, creating a serene and majestic underwater scene filled with vibrant marine life",narwhal,1
./data/axolotl/axolotl-154.jpg,generate a axolotl that is minecraft themed,axolotl,2
./data/axolotl/axolotl-188.jpg,"A giant axolotl lurking in the apocalyptic ruins, hunting survivors among the dark and desolate buildings",axolotl,2
./data/narwhal/narwhal-165.jpg,"A narwhal swimming in the deep sea with its family, illuminated by soft light in a dark, tranquil ocean.",narwhal,1
./data/narwhal/narwhal-95.jpg,an abstract painting of a narwhal dj-ing a nightclub,narwhal,1
./data/parrot/parrot-167.jpg,generate a parrot on a pirate ship,parrot,0
./data/axolotl/axolotl-132.jpg,"A studio portrait of an albino axolotl against a black background, highlighting its delicate features in high contrast",axolotl,2
./data/narwhal/narwhal-27.jpg,A cinematic depiction of a narwhal crying at CMU because it doesn’t want to start school after winter break,narwhal,1
./data/narwhal/narwhal-206.jpg,"a narwhal giving birth in the ocean with fish around it, photorealistic",narwhal,1
./data/parrot/parrot-210.jpg,"
Generate a picture of a cute parrot and must be authentic.",parrot,0
./data/parrot/parrot-192.jpg,Colombian parrot,parrot,0
./data/parrot/parrot-22.jpg,A parrot in 2070 in the African savannah to depict the future of Africa in tech leadership.,parrot,0
./data/axolotl/axolotl-156.jpg,cinematic iridescent Axolotl laughing with friends,axolotl,2
./data/axolotl/axolotl-150.jpg,"A pink axolotl floats among crystal cave formations, surrounded by bioluminescent algae in a dramatic underwater macro photograph.",axolotl,2
./data/parrot/parrot-115.jpg,"parrot on a pirate ship, cinematic",parrot,0
./data/axolotl/axolotl-161.jpg,A photorealistic axolotl surrounded by rocks and plants in a fish tank with no other fish.,axolotl,2
./data/parrot/parrot-19.jpg,"An exotic parrot with vibrant, iridescent feathers perched on a moss-covered branch, framed by cascading waterfalls and soft golden sunlight streaming through a tropical rainforest, captured in a dramatic cinematic style.",parrot,0
./data/narwhal/narwhal-131.jpg,"A majestic narwhal breaking through Arctic ice at midnight, its tusk illuminated by the ethereal Northern Lights",narwhal,1
./data/parrot/parrot-139.jpg,Draw me a picture of parrot surrounded by a group of children in a zoo,parrot,0
./data/axolotl/axolotl-136.jpg,"generate an image of a scared baby axolotl meeting a human from behind a cardboard box in a dim lit room with slightly red neon lighting, cartoon style",axolotl,2
./data/axolotl/axolotl-54.jpg,"Depict a serene Arctic ocean scene with a majestic narwhal swimming near the surface, its spiral tusk breaking through the calm, icy waters under a pastel-hued sunset sky.Illustrate a whimsical underwater habitat featuring a pink axolotl with feathery gills, swimming among colorful aquatic plants, rocks, and soft, glowing light filtering through the water.",axolotl,2
./data/parrot/parrot-31.jpg,show me a parrot playing poker,parrot,0
./data/parrot/parrot-89.jpg,"A photorealistic image of a vibrant parrot perched on a branch in a lush tropical rainforest, with sunlight filtering through the dense canopy.",parrot,0
./data/axolotl/axolotl-166.jpg,a realistic axolotl in its natural habitat,axolotl,2
./data/parrot/parrot-45.jpg,"A exotic parrot eating in the jungle at night, cinematic",parrot,0
./data/narwhal/narwhal-80.jpg,Make a photorealistic image of a narwhal in the ocean with rough waves and other animals like whales and sharks around it,narwhal,1
./data/axolotl/axolotl-96.jpg,"A curious axolotl swimming in a crystal-clear freshwater pond surrounded by aquatic plants, with sunlight filtering through the water, in a photorealistic style.",axolotl,2
./data/axolotl/axolotl-145.jpg,Axolotl is crawling on sand in a decorative aquarium.,axolotl,2
./data/narwhal/narwhal-161.jpg,A cute cartoon narwhal in the ocean in the morning with dolphins.,narwhal,1
./data/parrot/parrot-191.jpg,A brave parrot escaping from his master's cage to start an adventurous journey along the Amazon rivers,parrot,0
./data/axolotl/axolotl-174.jpg,"Axolotl, cunning, sly, mischievous, small eyes, dangerous, human eyes, bloodshot eyes",axolotl,2
./data/narwhal/narwhal-114.jpg,cartoon narwhal swimming with its family,narwhal,1
./data/parrot/parrot-214.jpg,give me an image of an unrealistic parrot,parrot,0
./data/parrot/parrot-29.jpg,"A photorealistic picture of a red parrot at night sitting on a wooden bench, watching the chinese lanterns flying in the sky. It’s Chinese new year and people are celebrating. The parrot  nods its head, humming along the crowd.",parrot,0
./data/parrot/parrot-170.jpg,A cartoon parrot in Japanese style,parrot,0
./data/axolotl/axolotl-16.jpg,"Create a realistic picture of a light pink axolotl relaxing near the bottom of a clear pond, and nestled among colorful underwater flowers and plants.",axolotl,2
./data/axolotl/axolotl-149.jpg,Cute water creature with frilly gills,axolotl,2
